snapshot_date,ticker,Company Name,Industry,sector,is_fo_stock,fo_category,stage,stage_raw,stage_variant,stage_classification,stage_display,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,combined_bucket,final_combined_score,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,public_action,super_action
2026-06-29,MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,Unknown,True,F&O,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,57.65,0.75,0.41,0.91,True,False,Not Sure,No Action
2026-06-29,MANINFRA.NS,Man Infraconstruction Limited,Construction,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,2.0,1.07,0.37,0.9,False,False,Weak Structure,Exit / Avoid
2026-06-29,MANKIND.NS,Mankind Pharma Limited,Healthcare,Unknown,True,F&O,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,34.78,0.82,0.12,1.1,True,False,Not Sure,No Action
2026-06-29,MANYAVAR.NS,Vedant Fashions Limited,Consumer Services,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,16.11,0.64,0.15,0.51,True,True,Weak Structure,Exit / Avoid
2026-06-29,MAPMYINDIA.NS,C.E. Info Systems Limited,Information Technology,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,16.11,0.75,0.13,0.36,True,True,Weak Structure,Exit / Avoid
2026-06-29,MARICO.NS,Marico Limited,Fast Moving Consumer Goods,Unknown,True,F&O,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,62.05,1.14,1.61,1.12,False,False,Not Sure,No Action
2026-06-29,MARKSANS.NS,Marksans Pharma Limited,Healthcare,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,49.76,0.75,0.24,0.77,True,True,Not Sure,No Action
2026-06-29,MARUTI.NS,Maruti Suzuki India Limited,Automobile and Auto Components,Unknown,True,F&O,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,21.71,1.03,0.22,0.99,False,False,Weak Structure,Exit / Avoid
2026-06-29,MASFIN.NS,MAS Financial Services Limited,Financial Services,Unknown,False,Cash,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,,,watchlist,15.76,0.85,0.32,0.85,False,True,Base Building,Watchlist / Early base
2026-06-29,MASTEK.NS,Mastek Limited,Information Technology,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,26.62,0.51,0.13,0.33,True,True,Weak Structure,Exit / Avoid
2026-06-29,MAXHEALTH.NS,Max Healthcare Institute Limited,Healthcare,Unknown,True,F&O,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,43.07,0.99,0.56,0.96,False,False,Base Building,Watchlist / Early base
2026-06-29,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,Capital Goods,Unknown,True,F&O,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,35.49,0.66,0.25,0.62,True,True,Weak Structure,Exit / Avoid
2026-06-29,MCX.NS,Multi Commodity Exchange of India Limited,Financial Services,Unknown,True,F&O,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,25.58,0.8,0.18,0.61,True,True,Not Sure,No Action
2026-06-29,MEDANTA.NS,Global Health Limited,Healthcare,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,57.99,1.39,0.15,1.44,False,False,Not Sure,No Action
2026-06-29,MEDPLUS.NS,Medplus Health Services Limited,Consumer Services,Unknown,False,Cash,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,,,watchlist,19.36,0.76,1.17,0.99,True,False,Base Building,Watchlist / Early base
2026-06-29,METROBRAND.NS,Metro Brands Limited,Consumer Durables,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,20.58,1.15,0.4,1.29,False,False,Weak Structure,Exit / Avoid
2026-06-29,METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,35.75,0.6,0.55,0.49,True,True,Not Sure,No Action
2026-06-29,MFSL.NS,Max Financial Services Limited,Financial Services,Unknown,True,F&O,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,,,watchlist,33.79,0.95,0.68,0.97,False,False,Base Building,Watchlist / Early base
2026-06-29,MGL.NS,Mahanagar Gas Limited,"Oil, Gas & Consumable Fuels",Unknown,False,Cash,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,36.86,1.18,0.23,0.86,False,True,Base Building,Watchlist / Early base
2026-06-29,MHRIL.NS,Mahindra Holidays & Resorts India Limited,Consumer Services,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,26.12,0.53,0.06,0.46,True,True,Weak Structure,Exit / Avoid
2026-06-29,MIDHANI.NS,Mishra Dhatu Nigam Limited,Capital Goods,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,54.45,0.68,0.15,0.52,True,True,Not Sure,No Action
2026-06-29,MINDACORP.NS,Minda Corporation Limited,Automobile and Auto Components,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,64.8,0.9,0.09,0.71,False,True,Not Sure,No Action
2026-06-29,MMTC.NS,MMTC Limited,Services,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,61.45,2.45,0.13,0.58,False,True,Not Sure,No Action
2026-06-29,MOTHERSON.NS,Samvardhana Motherson International Limited,Automobile and Auto Components,Unknown,True,F&O,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,52.02,0.98,0.74,1.21,False,False,Not Sure,No Action
2026-06-29,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Unknown,True,F&O,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,19.74,0.87,0.64,0.63,False,True,Base Building,Watchlist / Early base
2026-06-29,MPHASIS.NS,MphasiS Limited,Information Technology,Unknown,True,F&O,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,23.92,1.12,0.27,0.95,False,False,Weak Structure,Exit / Avoid
2026-06-29,MRF.NS,MRF Limited,Automobile and Auto Components,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,26.41,1.13,0.24,0.96,False,False,Weak Structure,Exit / Avoid
2026-06-29,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,"Oil, Gas & Consumable Fuels",Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,18.11,0.66,0.25,0.4,True,True,Weak Structure,Exit / Avoid
2026-06-29,MSTCLTD.NS,Mstc Limited,Services,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,60.5,2.25,0.12,0.4,False,True,Not Sure,No Action
2026-06-29,MSUMI.NS,Motherson Sumi Wiring India Limited,Automobile and Auto Components,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,29.52,2.29,0.49,3.68,False,False,Weak Structure,Exit / Avoid
2026-06-29,MTARTECH.NS,Mtar Technologies Limited,Capital Goods,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,44.13,1.16,0.01,0.4,False,True,Not Sure,No Action
2026-06-29,MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,Unknown,True,F&O,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,28.92,1.02,0.49,1.1,False,False,Weak Structure,Exit / Avoid
2026-06-29,NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Unknown,True,F&O,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,47.65,0.69,0.28,0.47,True,True,Not Sure,No Action
2026-06-29,NATCOPHARM.NS,Natco Pharma Limited,Healthcare,Unknown,False,Cash,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,,,watchlist,22.67,0.97,0.47,0.79,False,True,Base Building,Watchlist / Early base
2026-06-29,NATIONALUM.NS,National Aluminium Company Limited,Metals & Mining,Unknown,True,F&O,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,,,watchlist,31.67,1.15,0.32,1.29,False,False,Base Building,Watchlist / Early base
2026-06-29,NAUKRI.NS,Info Edge (India) Limited,Consumer Services,Unknown,True,F&O,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,24.78,0.93,0.13,1.16,False,False,Weak Structure,Exit / Avoid
2026-06-29,NAVA.NS,NAVA LIMITED,Power,Unknown,False,Cash,Stage 3,Stage 3,Stage 3 - Transition,Stage 3 - Transition,Stage 3 • Stage 3 - Transition,0.62,"The structure is transitioning after prior strength, but it is not yet a confirmed Stage 4 decline.",,,,,watchlist,8.53,0.69,0.13,0.32,True,True,Transition,Reduce / Avoid fresh longs
2026-06-29,NAVINFLUOR.NS,Navin Fluorine International Limited,Chemicals,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,57.65,0.61,0.15,0.46,True,True,Not Sure,No Action
2026-06-29,NAVNETEDUL.NS,Navneet Education Limited,"Media, Entertainment & Publication",Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,7.61,1.37,0.07,0.96,False,False,Weak Structure,Exit / Avoid
2026-06-29,NAZARA.NS,Nazara Technologies Limited,"Media, Entertainment & Publication",Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,46.93,0.61,0.23,0.46,True,True,Not Sure,No Action
2026-06-29,NBCC.NS,NBCC (India) Ltd.,Construction,Unknown,True,F&O,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,23.67,0.99,0.18,0.61,False,True,Not Sure,No Action
2026-06-29,NCC.NS,NCC Limited,Construction,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,24.35,0.94,0.15,1.0,False,False,Weak Structure,Exit / Avoid
2026-06-29,NEOGEN.NS,Neogen Chemicals Limited,Chemicals,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,49.64,0.65,0.1,0.32,True,True,Not Sure,No Action
2026-06-29,NESCO.NS,Nesco Limited,Services,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,21.61,0.82,0.12,0.67,True,True,Weak Structure,Exit / Avoid
2026-06-29,NESTLEIND.NS,Nestle India Limited,Fast Moving Consumer Goods,Unknown,True,F&O,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,36.08,0.7,0.3,0.64,True,True,Not Sure,No Action
2026-06-29,NETWEB.NS,Netweb Technologies India Limited,Information Technology,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,42.55,0.97,0.52,0.61,False,True,Not Sure,No Action
2026-06-29,NETWORK18.NS,Network18 Media & Investments Limited,"Media, Entertainment & Publication",Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,20.37,0.89,0.11,0.39,False,True,Weak Structure,Exit / Avoid
2026-06-29,NEULANDLAB.NS,Neuland Laboratories Limited,Healthcare,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,56.38,0.91,0.25,1.3,False,False,Not Sure,No Action
2026-06-29,NEWGEN.NS,Newgen Software Technologies Limited,Information Technology,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,25.61,0.68,0.09,0.19,True,True,Weak Structure,Exit / Avoid
2026-06-29,NFL.NS,National Fertilizers Limited,Chemicals,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,15.37,1.68,0.16,0.95,False,False,Weak Structure,Exit / Avoid
2026-06-29,NH.NS,Narayana Hrudayalaya Ltd.,Healthcare,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,48.23,0.82,0.4,0.77,True,True,Not Sure,No Action
2026-06-29,NHPC.NS,NHPC Limited,Power,Unknown,True,F&O,Stage 3,Stage 3,Stage 3 - Transition,Stage 3 - Transition,Stage 3 • Stage 3 - Transition,0.62,"The structure is transitioning after prior strength, but it is not yet a confirmed Stage 4 decline.",,,,,watchlist,16.99,1.0,0.18,0.91,False,False,Transition,Reduce / Avoid fresh longs
2026-06-29,NIACL.NS,The New India Assurance Company Limited,Financial Services,Unknown,False,Cash,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,11.84,4.47,0.08,3.15,False,False,Base Building,Watchlist / Early base
2026-06-29,NIITMTS.NS,NIIT Learning Systems Limited,Consumer Services,Unknown,False,Cash,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,16.11,0.67,0.04,0.45,True,True,Weak Structure,Exit / Avoid
2026-06-29,NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,40.87,1.05,0.4,0.37,False,True,Not Sure,No Action
2026-06-29,NLCINDIA.NS,NLC India Ltd.,Power,Unknown,False,Cash,Not Sure,Stage 2,Pending Stage 2,Pending Stage 2,Not Sure • Pending Stage 2,0.55,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,Stage 2 pending confirmation: needs 3 raw Stage 2 runs; current count 1.,,,Stage 2,watchlist,29.06,0.61,0.11,0.41,True,True,Not Sure,No Action
