ticker,Company Name,Industry,sector,is_fo_stock,fo_category,Include,stage,stage_raw,stage_variant,stage_classification,stage_display,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,44.65,30.81,38.42,10.0,44.65,30.81,48.42,24.78,35.37,456380524.57,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",161,155,Stage 2,watchlist,weekly_watchlist,54.99,-6,-6.57,False,False,False,False,False
INOXINDIA.NS,INOX India Ltd.,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,43.91,31.6,38.37,10.0,43.91,31.6,48.37,36.79,92.96,713850708.47,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",162,184,Stage 2,watchlist,weekly_watchlist,52.41,22,-4.039999999999999,False,False,False,False,False
PRICOLLTD.NS,Pricol Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,23.43,67.24,43.14,5.0,23.43,67.24,48.14,2.45,11.93,315325003.38,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",163,169,Stage 2,watchlist,weekly_near_pivot,53.6,6,-5.460000000000001,False,False,False,False,False
VTL.NS,Vardhman Textiles Limited,Textiles,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,48.83,24.84,38.03,10.0,48.83,24.84,48.03,6.41,62.03,151541397.91,"Stage 2, Early Stage 2, daily_vcp_ok, volume_dryup, weekly_volume_dryup",164,178,Stage 2,watchlist,weekly_watchlist,52.93,14,-4.899999999999999,False,False,False,False,False
IKS.NS,Inventurus Knowledge Solutions Ltd.,Information Technology,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,61.68,30.85,47.81,0.0,61.68,30.85,47.81,22.28,14.24,544266453.79,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",165,170,Stage 2,watchlist,weekly_watchlist,53.54,5,-5.729999999999997,False,False,False,False,False
EMCURE.NS,Emcure Pharmaceuticals Ltd.,Healthcare,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,42.53,31.84,37.72,10.0,42.53,31.84,47.72,16.9,29.52,328953944.02,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup",166,126,Stage 2,watchlist,weekly_watchlist,58.5,-40,-10.780000000000001,False,False,False,False,False
SIEMENS.NS,Siemens Ltd.,Capital Goods,Unknown,True,F&O,1,Stage 2 Failed,Stage 3,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-10,,watchlist,weekly_watchlist,watchlist,26.7,50.88,37.58,10.0,26.7,50.88,47.58,-3.79,34.62,1253667873.86,"Stage 3, Stage 3 - Transition, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk | Stage 2 failed state applied from stage memory.",167,182,Stage 2 Failed,watchlist,weekly_watchlist,52.48,15,-4.899999999999999,False,False,False,False,False
FDC.NS,FDC Limited,Healthcare,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,42.64,31.09,37.44,10.0,42.64,31.09,47.44,13.62,13.28,75201759.99,"Stage 2, Early Stage 2, daily_vcp_ok, volume_dryup, weekly_volume_dryup",168,183,Stage 2,watchlist,weekly_watchlist,52.43,15,-4.990000000000002,False,False,False,False,False
SENCO.NS,Senco Gold Limited,Consumer Durables,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,30.26,63.43,45.19,2.0,30.26,63.43,47.19,22.8,33.52,740070065.22,"Stage 2, Clean Stage 2, weekly_vcp_ok, weekly_strong",169,187,Stage 2,watchlist,weekly_breakout,51.88,18,-4.690000000000005,False,False,False,False,False
ADANIGREEN.NS,Adani Green Energy Limited,Power,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_forming,watchlist,27.91,65.8,44.96,2.0,27.91,65.8,46.96,21.29,73.2,4028999207.74,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",170,53,Stage 2,watchlist,weekly_near_pivot,67.55,-117,-20.589999999999996,False,False,False,False,False
JINDALSAW.NS,Jindal Saw Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,41.62,30.85,36.77,10.0,41.62,30.85,46.77,10.71,49.76,531327817.7,"Stage 2, Clean Stage 2, trend_template_ok",171,186,Stage 2,watchlist,weekly_watchlist,51.95,15,-5.18,False,False,False,False,False
EXIDEIND.NS,Exide Industries Limited,Automobile and Auto Components,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,48.74,33.19,41.74,5.0,48.74,33.19,46.74,29.28,42.66,2055668046.16,"Stage 2, Early Stage 2",172,174,Stage 2,watchlist,weekly_watchlist,53.42,2,-6.68,False,False,False,False,False
KSL.NS,Kalyani Steels Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,41.27,30.95,36.63,10.0,41.27,30.95,46.63,12.36,37.09,73170147.55,"Stage 2, Early Stage 2, weekly_volume_dryup",173,230,Stage 2,watchlist,weekly_watchlist,48.14,57,-1.509999999999998,False,False,False,False,False
APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,weekly_watchlist,watchlist,23.21,52.94,36.59,10.0,23.21,52.94,46.59,7.79,12.65,123678407.97,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",174,139,Stage 1,watchlist,weekly_watchlist,57.35,-35,-10.759999999999998,False,False,False,False,False
QUESS.NS,Quess Corp Limited,Services,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,51.2,36.4,44.54,2.0,51.2,36.4,46.54,52.31,60.75,171849729.36,"Stage 2, Extended Stage 2, volume_dryup, weekly_volume_dryup",175,190,Stage 2,watchlist,weekly_watchlist,51.49,15,-4.950000000000003,False,False,False,False,False
SAREGAMA.NS,Saregama India Limited,"Media, Entertainment & Publication",Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,29.75,66.9,46.47,0.0,29.75,66.9,46.47,37.62,53.58,330689724.13,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",176,191,Stage 2,watchlist,weekly_breakout,51.42,15,-4.950000000000003,False,False,False,False,False
USHAMART.NS,Usha Martin Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,44.16,27.01,36.44,10.0,44.16,27.01,46.44,9.47,24.62,225048716.33,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",177,189,Stage 2,watchlist,weekly_watchlist,51.67,12,-5.230000000000004,False,False,False,False,False
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,24.96,68.17,44.4,2.0,24.96,68.17,46.4,12.33,11.36,2677041945.65,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",178,197,Stage 2,watchlist,weekly_breakout,51.02,19,-4.6200000000000045,False,False,False,False,False
GAIL.NS,GAIL (India) Limited,"Oil, Gas & Consumable Fuels",Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,58.32,27.11,44.28,2.0,58.32,27.11,46.28,5.95,17.17,1073362680.13,"Stage 2, Early Stage 2, daily_vcp_ok, volume_dryup, weekly_volume_dryup",179,258,Stage 2,watchlist,weekly_watchlist,44.81,79,1.4699999999999989,False,False,False,False,False
HCG.NS,Healthcare Global Enterprises Limited,Healthcare,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,2025-12-22,,watchlist,weekly_watchlist,watchlist,22.45,52.72,36.07,10.0,22.45,52.72,46.07,17.76,11.41,179300795.98,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",180,181,Stage 1,watchlist,weekly_watchlist,52.7,1,-6.630000000000003,False,False,False,False,False
FINEORG.NS,Fine Organic Industries Limited,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Messy Stage 2,Messy Stage 2,Stage 2 • Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",,,2026-07-21,,watchlist,weekly_forming,watchlist,24.76,60.99,41.06,5.0,24.76,60.99,46.06,2.48,29.42,54851016.61,"Stage 2, Messy Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",181,201,Stage 2,watchlist,weekly_forming,50.47,20,-4.409999999999997,False,False,False,False,False
3MINDIA.NS,3M India Limited,Diversified,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,55.94,22.83,41.04,5.0,55.94,22.83,46.04,12.62,11.72,173895037.81,"Stage 2, Early Stage 2, weekly_volume_dryup",182,267,Stage 2,watchlist,weekly_watchlist,43.94,85,2.1000000000000014,False,False,False,False,False
THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Durables,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,59.77,24.8,44.03,2.0,59.77,24.8,46.03,66.12,81.44,1655372646.09,"Stage 2, Extended Stage 2, trend_template_ok, weekly_volume_dryup",183,204,Stage 2,watchlist,weekly_watchlist,50.3,21,-4.269999999999996,False,False,False,False,False
AETHER.NS,Aether Industries Limited,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,43.33,37.6,40.75,5.0,43.33,37.6,45.75,28.27,57.86,547143796.7,"Stage 2, Clean Stage 2, trend_template_ok, weekly_volume_dryup",184,208,Stage 2,watchlist,weekly_watchlist,50.11,24,-4.359999999999999,False,False,False,False,False
RBLBANK.NS,RBL Bank Limited,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,46.38,40.48,43.73,2.0,46.38,40.48,45.73,15.22,27.55,2476648527.85,"Stage 2, Early Stage 2",185,102,Stage 2,watchlist,weekly_watchlist,60.61,-83,-14.880000000000003,False,False,False,False,False
CIEINDIA.NS,CIE Automotive India Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-21,,watchlist,weekly_watchlist,watchlist,47.89,31.46,40.5,5.0,47.89,31.46,45.5,4.91,25.67,87353520.42,"Stage 2, Stage 2, daily_vcp_ok, volume_dryup, weekly_volume_dryup",186,203,Stage 2,watchlist,weekly_watchlist,50.35,17,-4.850000000000001,False,False,False,False,False
MOTHERSON.NS,Samvardhana Motherson International Limited,Automobile and Auto Components,Unknown,True,F&O,1,Stage 2,Stage 2,Messy Stage 2,Messy Stage 2,Stage 2 • Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,47.74,31.43,40.4,5.0,47.74,31.43,45.4,14.01,40.25,3188971098.47,"Stage 2, Messy Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",187,207,Stage 2,watchlist,weekly_watchlist,50.17,20,-4.770000000000003,False,False,False,False,False
KSB.NS,Ksb Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-21,,watchlist,weekly_watchlist,watchlist,47.38,20.51,35.29,10.0,47.38,20.51,45.29,-8.76,33.83,82793008.58,"Stage 2, Stage 2, daily_vcp_ok, volume_dryup, weekly_volume_dryup",188,164,Stage 2,watchlist,weekly_watchlist,54.17,-24,-8.880000000000003,False,False,False,False,False
REDINGTON.NS,Redington Limited,Services,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,22.43,68.7,43.25,2.0,22.43,68.7,45.25,25.61,11.4,631703510.04,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",189,194,Stage 2,watchlist,weekly_near_pivot,51.2,5,-5.950000000000003,False,False,False,False,False
ANANTRAJ.NS,Anant Raj Limited,Realty,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,24.13,70.81,45.14,0.0,24.13,70.81,45.14,24.61,25.44,1643719040.61,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",190,218,Stage 2,watchlist,weekly_breakout,48.91,28,-3.769999999999996,False,False,False,False,False
SPLPETRO.NS,Supreme Petrochem Limited,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-21,,watchlist,weekly_watchlist,watchlist,46.59,32.24,40.13,5.0,46.59,32.24,45.13,-2.33,52.69,96811025.89,"Stage 2, Stage 2",191,226,Stage 2,watchlist,weekly_watchlist,48.3,35,-3.1699999999999946,False,False,False,False,False
ZYDUSWELL.NS,Zydus Wellness Limited,Fast Moving Consumer Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,64.95,20.58,44.98,0.0,64.95,20.58,44.98,17.84,44.0,816740911.42,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",192,206,Stage 2,watchlist,weekly_watchlist,50.21,14,-5.230000000000004,False,False,False,False,False
TVSSCS.NS,TVS Supply Chain Solutions Limited,Services,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,25.8,63.65,42.83,2.0,25.8,63.65,44.83,18.55,39.95,77273328.75,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",193,213,Stage 2,watchlist,weekly_breakout,49.14,20,-4.310000000000002,False,False,False,False,False
BAJAJ-AUTO.NS,Bajaj Auto Limited,Automobile and Auto Components,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,47.25,30.5,39.71,5.0,47.25,30.5,44.71,17.0,28.0,4639838020.73,"Stage 2, Clean Stage 2, trend_template_ok",194,173,Stage 2,watchlist,weekly_watchlist,53.42,-21,-8.71,False,False,False,False,False
GRANULES.NS,Granules India Limited,Healthcare,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,43.6,23.6,34.6,10.0,43.6,23.6,44.6,24.43,60.97,1168920717.44,"Stage 2, Clean Stage 2, trend_template_ok",195,188,Stage 2,watchlist,weekly_watchlist,51.76,-7,-7.159999999999997,False,False,False,False,False
AARTIDRUGS.NS,Aarti Drugs Limited,Healthcare,Unknown,False,Cash,1,Stage 2 Failed,Stage 1,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-21,,watchlist,weekly_watchlist,watchlist,19.78,52.44,34.48,10.0,19.78,52.44,44.48,9.48,16.95,91931942.67,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base | Stage 2 failed state applied from stage memory.",196,66,Not Sure,watchlist,weekly_breakout,65.17,-130,-20.690000000000005,False,False,False,False,False
PREMIERENE.NS,Premier Energies Ltd.,Capital Goods,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,46.69,19.17,34.31,10.0,46.69,19.17,44.31,1.57,46.09,1319931046.04,"Stage 2, Early Stage 2, weekly_volume_dryup",197,179,Stage 2,watchlist,weekly_watchlist,52.92,-18,-8.61,False,False,False,False,False
RAIN.NS,Rain Industries Limited,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,42.62,35.2,39.28,5.0,42.62,35.2,44.28,66.89,69.82,983043788.95,"Stage 2, Extended Stage 2, trend_template_ok, weekly_volume_dryup",198,239,Stage 2,watchlist,weekly_watchlist,47.06,41,-2.780000000000001,False,False,False,False,False
GMRAIRPORT.NS,GMR Airports Ltd.,Services,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,45.9,37.73,42.22,2.0,45.9,37.73,44.22,16.28,20.99,2473275167.16,"Stage 2, Clean Stage 2, daily_vcp_ok, volume_dryup, weekly_volume_dryup",199,153,Stage 2,forming_vcp,weekly_watchlist,55.09,-46,-10.870000000000005,False,False,False,False,False
WABAG.NS,VA Tech Wabag Limited,Utilities,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,42.75,23.6,34.13,10.0,42.75,23.6,44.13,40.09,91.38,1949796792.19,"Stage 2, Clean Stage 2, trend_template_ok",200,214,Stage 2,watchlist,weekly_watchlist,49.08,14,-4.949999999999996,False,False,False,False,False
JUBLINGREA.NS,Jubilant Ingrevia Limited,Chemicals,Unknown,False,Cash,1,Stage 3,Stage 3,Stage 3 - Transition,Stage 3 - Transition,Stage 3 • Stage 3 - Transition,0.62,"The structure is transitioning after prior strength, but it is not yet a confirmed Stage 4 decline.",,,2026-01-07,,watchlist,weekly_watchlist,watchlist,30.26,49.86,39.08,5.0,30.26,49.86,44.08,2.81,17.82,472105230.52,"Stage 3, Stage 3 - Transition, weekly_vcp_ok, weekly_strong, distribution_risk",201,211,Stage 3,watchlist,weekly_watchlist,49.16,10,-5.079999999999998,False,False,False,False,False
MSTCLTD.NS,Mstc Limited,Services,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,23.12,64.9,41.92,2.0,23.12,64.9,43.92,33.61,37.43,490050554.69,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",202,215,Stage 2,watchlist,weekly_breakout,49.0,13,-5.079999999999998,False,False,False,False,False
TVSHLTD.NS,TVS Holdings Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,2026-04-29,,watchlist,weekly_watchlist,watchlist,26.18,53.98,38.69,5.0,26.18,53.98,43.69,5.95,13.88,144077301.75,"Stage 1, Stage 1 - Base/Repair, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",203,269,Stage 1,watchlist,weekly_watchlist,43.84,66,-0.15000000000000568,False,False,False,False,False
TATVA.NS,Tatva Chintan Pharma Chem Limited,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,51.08,23.47,38.66,5.0,51.08,23.47,43.66,27.05,27.69,518316351.51,"Stage 2, Extended Stage 2",204,202,Stage 2,watchlist,weekly_watchlist,50.45,-2,-6.790000000000006,False,False,False,False,False
NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,46.27,35.75,41.54,2.0,46.27,35.75,43.54,18.82,42.69,860933857.56,"Stage 2, Clean Stage 2, trend_template_ok",205,229,Stage 2,watchlist,weekly_watchlist,48.15,24,-4.609999999999999,False,False,False,False,False
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,46.17,35.71,41.46,2.0,46.17,35.71,43.46,18.68,42.39,1104608984.62,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",206,227,Stage 2,watchlist,weekly_watchlist,48.25,21,-4.789999999999999,False,False,False,False,False
AARTIIND.NS,Aarti Industries Limited,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-21,,watchlist,weekly_watchlist,watchlist,44.29,31.3,38.44,5.0,44.29,31.3,43.44,3.04,49.95,420605714.13,"Stage 2, Stage 2, weekly_volume_dryup",207,220,Stage 2,watchlist,weekly_watchlist,48.77,13,-5.330000000000005,False,False,False,False,False
BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,2026-01-05,,watchlist,weekly_watchlist,watchlist,17.49,52.87,33.41,10.0,17.49,52.87,43.41,10.62,9.04,431367269.54,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",208,141,Not Sure,watchlist,weekly_watchlist,57.13,-67,-13.720000000000006,False,False,False,False,False
