ticker,Company Name,Industry,sector,is_fo_stock,fo_category,Include,stage,stage_raw,stage_variant,stage_classification,stage_display,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,20.95,38.46,28.83,2.0,20.95,38.46,30.83,20.36,24.28,658989464.98,"Stage 2, Early Stage 2, weekly_volume_dryup",371,362,Stage 2,watchlist,weekly_watchlist,37.24,-9,-6.410000000000004,False,False,False,False,False
MRF.NS,MRF Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2025-12-01,,watchlist,weekly_watchlist,watchlist,16.55,37.08,25.79,5.0,16.55,37.08,30.79,2.3,-0.52,1000668576.3,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",372,391,Stage 4,watchlist,weekly_watchlist,35.51,19,-4.719999999999999,False,False,False,False,False
BASF.NS,BASF India Limited,Chemicals,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,15.32,38.54,25.77,5.0,15.32,38.54,30.77,4.85,11.53,66171473.25,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_strong, downtrend",373,171,Not Sure,watchlist,weekly_watchlist,53.54,-202,-22.77,False,False,False,False,False
INOXWIND.NS,Inox Wind Limited,Capital Goods,Unknown,True,F&O,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,weekly_watchlist,watchlist,8.45,35.8,20.76,10.0,8.45,35.8,30.76,-24.78,-22.56,759684656.73,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",374,383,Stage 4,watchlist,weekly_watchlist,35.8,9,-5.039999999999996,False,False,False,False,False
CLEAN.NS,Clean Science and Technology Limited,Chemicals,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,weekly_watchlist,watchlist,17.5,35.8,25.73,5.0,17.5,35.8,30.73,-7.36,-6.99,167823456.61,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_vcp_ok, volume_dryup, weekly_strong, downtrend",375,388,Stage 4,watchlist,weekly_watchlist,35.66,13,-4.929999999999996,False,False,False,False,False
FORCEMOT.NS,FORCE MOTORS LTD,Automobile and Auto Components,Unknown,True,F&O,1,Not Sure,Stage 4,Pending Stage 4,Pending Stage 4,Not Sure • Pending Stage 4,0.55,Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.,Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.,,2026-05-06,Stage 4,watchlist,weekly_watchlist,watchlist,17.44,35.8,25.7,5.0,17.44,35.8,30.7,-11.54,-9.63,1915673404.8,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend | Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.",376,333,Stage 1,watchlist,weekly_watchlist,39.65,-43,-8.95,False,False,False,False,False
SOBHA.NS,Sobha Limited,Realty,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,2026-01-12,,watchlist,weekly_watchlist,watchlist,20.46,43.11,30.65,0.0,20.46,43.11,30.65,1.65,11.43,472544697.97,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",377,250,Stage 1,watchlist,weekly_watchlist,45.51,-127,-14.86,False,False,False,False,False
MFSL.NS,Max Financial Services Limited,Financial Services,Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Unclear/Repair,Stage 1 - Unclear/Repair,Stage 1 • Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,,,2026-03-11,,watchlist,weekly_watchlist,watchlist,17.89,41.8,28.65,2.0,17.89,41.8,30.65,-3.41,0.26,1334849226.0,"Stage 1, Stage 1 - Unclear/Repair, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",378,397,Stage 1,watchlist,weekly_watchlist,35.19,19,-4.539999999999999,False,False,False,False,False
JKTYRE.NS,JK Tyre & Industries Limited,Automobile and Auto Components,Unknown,False,Cash,1,Not Sure,Stage 4,Pending Stage 4,Pending Stage 4,Not Sure • Pending Stage 4,0.55,Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.,Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.,,2026-03-02,Stage 4,watchlist,weekly_watchlist,watchlist,17.33,35.8,25.64,5.0,17.33,35.8,30.64,-1.82,-15.26,520498718.8,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend | Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.",379,334,Stage 1,watchlist,weekly_watchlist,39.59,-45,-8.950000000000003,False,False,False,False,False
RATEGAIN.NS,Rategain Travel Technologies Limited,Information Technology,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,27.88,34.0,30.63,0.0,27.88,34.0,30.63,52.86,44.42,414519409.85,"Stage 2, Early Stage 2, volume_dryup, weekly_volume_dryup",380,337,Stage 2,watchlist,weekly_watchlist,39.18,-43,-8.55,False,False,False,False,False
GENUSPOWER.NS,Genus Power Infrastructures Limited,Capital Goods,Unknown,False,Cash,1,Stage 2 Failed,Not Sure,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-17,,watchlist,weekly_watchlist,watchlist,27.09,12.66,20.6,10.0,27.09,12.66,30.6,5.01,25.64,1836236958.05,"Not Sure, Not Sure, volume_dryup, weekly_volume_dryup | Stage 2 failed state applied from stage memory.",381,399,Stage 2 Failed,watchlist,weekly_watchlist,35.12,18,-4.519999999999996,False,False,False,False,False
RITES.NS,RITES Limited,Construction,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,19.48,44.18,30.59,0.0,19.48,44.18,30.59,-1.29,5.07,2664161156.7,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",382,384,Stage 4,watchlist,weekly_watchlist,35.77,2,-5.180000000000003,False,False,False,False,False
GATEWAY.NS,Gateway Distriparks Limited,Services,Unknown,False,Cash,1,Stage 2 Failed,Stage 4,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-15,,watchlist,weekly_watchlist,watchlist,21.24,37.18,28.41,2.0,21.24,37.18,30.41,1.17,12.62,58767401.43,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_strong, downtrend | Stage 2 failed state applied from stage memory.",383,245,Stage 2 Failed,watchlist,weekly_watchlist,46.12,-138,-15.709999999999997,False,False,False,False,False
RALLIS.NS,Rallis India Limited,Chemicals,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,,,watchlist,weekly_watchlist,watchlist,16.72,35.8,25.31,5.0,16.72,35.8,30.31,-10.16,6.71,321175563.16,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_vcp_ok, weekly_strong, downtrend",384,365,Stage 4,watchlist,weekly_watchlist,37.12,-19,-6.809999999999999,False,False,False,False,False
FACT.NS,Fertilizers and Chemicals Travancore Limited,Chemicals,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2026-06-26,,watchlist,weekly_watchlist,watchlist,15.74,36.94,25.28,5.0,15.74,36.94,30.28,-8.72,9.15,116038853.76,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",385,394,Stage 4,watchlist,weekly_watchlist,35.39,9,-5.109999999999999,False,False,False,False,False
CHALET.NS,Chalet Hotels Limited,Consumer Services,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,2025-11-06,,watchlist,weekly_watchlist,watchlist,24.73,37.01,30.26,0.0,24.73,37.01,30.26,5.46,3.66,91390289.19,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",386,536,Stage 1,watchlist,weekly_watchlist,27.89,150,2.370000000000001,False,False,False,False,False
GODREJCP.NS,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,Unknown,True,F&O,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,2026-02-11,,watchlist,weekly_watchlist,watchlist,19.1,43.8,30.22,0.0,19.1,43.8,30.22,0.18,-6.1,841422812.4,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",387,398,Stage 4,watchlist,weekly_watchlist,35.17,11,-4.950000000000003,False,False,False,False,False
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,weekly_watchlist,watchlist,0.0,44.86,20.19,10.0,0.0,44.86,30.19,8.89,21.69,201756078.59,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",388,257,Stage 1,watchlist,weekly_watchlist,44.82,-131,-14.629999999999999,False,False,False,False,False
LT.NS,Larsen & Toubro Limited,Construction,Unknown,True,F&O,1,Stage 2 Failed,Stage 1,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-07,,watchlist,weekly_watchlist,watchlist,20.78,41.43,30.07,0.0,20.78,41.43,30.07,-3.34,7.66,8244411590.23,"Stage 1, Stage 1 - Base/Repair, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base | Stage 2 failed state applied from stage memory.",389,393,Stage 2 Failed,watchlist,weekly_watchlist,35.43,4,-5.359999999999999,False,False,False,False,False
DOMS.NS,DOMS Industries Ltd.,Fast Moving Consumer Goods,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,18.2,43.8,29.72,0.0,18.2,43.8,29.72,-0.55,-4.99,126626638.89,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",390,403,Stage 4,watchlist,weekly_watchlist,34.67,13,-4.950000000000003,False,False,False,False,False
CGCL.NS,Capri Global Capital Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,25.55,30.33,27.7,2.0,25.55,30.33,29.7,33.37,45.98,1262049874.88,"Stage 2, Early Stage 2, weekly_volume_dryup",391,416,Stage 2,watchlist,weekly_watchlist,33.97,25,-4.27,False,False,False,False,False
TORNTPOWER.NS,Torrent Power Limited,Power,Unknown,False,Cash,1,Stage 3,Stage 3,Stage 3 - Transition,Stage 3 - Transition,Stage 3 • Stage 3 - Transition,0.62,"The structure is transitioning after prior strength, but it is not yet a confirmed Stage 4 decline.",,,2026-06-24,,watchlist,weekly_watchlist,watchlist,17.75,39.8,27.67,2.0,17.75,39.8,29.67,-17.3,16.45,465457945.92,"Stage 3, Stage 3 - Transition, weekly_vcp_ok, weekly_strong, distribution_risk",392,349,Stage 3,watchlist,weekly_watchlist,38.09,-43,-8.420000000000002,False,False,False,False,False
ECLERX.NS,eClerx Services Limited,Services,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,2026-02-05,,watchlist,weekly_watchlist,watchlist,13.63,44.73,27.62,2.0,13.63,44.73,29.62,33.18,-3.88,1091082605.2,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",393,412,Stage 1,watchlist,weekly_watchlist,34.13,19,-4.510000000000002,False,False,False,False,False
KEI.NS,KEI Industries Limited,Capital Goods,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,20.14,18.8,19.54,10.0,20.14,18.8,29.54,3.25,28.79,1969273500.6,"Stage 2, Early Stage 2",394,417,Stage 2,watchlist,weekly_watchlist,33.91,23,-4.369999999999997,False,False,False,False,False
ORIENTELEC.NS,Orient Electric Limited,Consumer Durables,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,20.38,36.08,27.45,2.0,20.38,36.08,29.45,-10.04,12.89,66555090.76,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_strong, downtrend",395,520,Stage 4,watchlist,weekly_watchlist,28.94,125,0.509999999999998,False,False,False,False,False
JAICORPLTD.NS,Jai Corp Limited,Capital Goods,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,2025-11-04,,watchlist,weekly_watchlist,watchlist,5.07,36.9,19.39,10.0,5.07,36.9,29.39,-12.89,-2.8,35425988.72,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",396,408,Stage 4,watchlist,weekly_watchlist,34.28,12,-4.890000000000001,False,False,False,False,False
TTKPRESTIG.NS,TTK Prestige Limited,Consumer Durables,Unknown,False,Cash,1,Stage 2 Failed,Stage 1,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-20,,watchlist,weekly_watchlist,watchlist,39.91,12.06,27.38,2.0,39.91,12.06,29.38,26.7,17.9,93930094.54,"Stage 1, Stage 1 - Early Turn, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base | Stage 2 failed state applied from stage memory.",397,517,Stage 2 Failed,watchlist,weekly_watchlist,29.05,120,0.3299999999999983,False,False,False,False,False
AGI.NS,AGI Greenpac Limited,Capital Goods,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,weekly_watchlist,watchlist,25.16,12.26,19.36,10.0,25.16,12.26,29.36,19.48,11.09,52348771.49,"Stage 1, Stage 1 - Early Turn, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",398,402,Stage 1,watchlist,weekly_watchlist,34.78,4,-5.420000000000002,False,False,False,False,False
GPIL.NS,Godawari Power And Ispat limited,Capital Goods,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Unclear/Repair,Stage 1 - Unclear/Repair,Stage 1 • Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,,,2026-06-05,,watchlist,weekly_watchlist,watchlist,0.0,42.9,19.3,10.0,0.0,42.9,29.3,-16.82,8.05,307455842.17,"Stage 1, Stage 1 - Unclear/Repair, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",399,418,Stage 1,watchlist,weekly_watchlist,33.57,19,-4.27,False,False,False,False,False
VIPIND.NS,VIP Industries Limited,Consumer Durables,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,19.1,36.9,27.11,2.0,19.1,36.9,29.11,-0.78,-10.13,53011594.95,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",400,415,Stage 4,watchlist,weekly_watchlist,34.06,15,-4.950000000000003,False,False,False,False,False
UNOMINDA.NS,UNO Minda Limited,Automobile and Auto Components,Unknown,True,F&O,1,Not Sure,Stage 4,Pending Stage 4,Pending Stage 4,Not Sure • Pending Stage 4,0.55,Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.,Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.,,2026-01-07,Stage 4,watchlist,weekly_watchlist,watchlist,18.06,31.04,23.9,5.0,18.06,31.04,28.9,1.72,7.67,976811275.95,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, downtrend | Blocked public stage jump Stage 1 -> Stage 4; waiting for intermediate/confirmed structure.",401,358,Stage 1,watchlist,weekly_watchlist,37.54,-43,-8.64,False,False,False,False,False
LUXIND.NS,Lux Industries Limited,Textiles,Unknown,False,Cash,1,Stage 3,Stage 3,Stage 3 - Distribution/Damage,Stage 3 - Distribution/Damage,Stage 3 • Stage 3 - Distribution/Damage,0.76,"Prior strength exists, but short-term and/or weekly structure is deteriorating.",,,2026-06-04,,watchlist,weekly_watchlist,watchlist,0.0,41.66,18.75,10.0,0.0,41.66,28.75,-24.48,43.06,53916137.08,"Stage 3, Stage 3 - Distribution/Damage, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",402,430,Stage 3,watchlist,weekly_watchlist,32.86,28,-4.109999999999999,False,False,False,False,False
IDFCFIRSTB.NS,IDFC First Bank Limited,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,24.63,29.33,26.74,2.0,24.63,29.33,28.74,16.44,4.84,1476260407.03,"Stage 2, Early Stage 2, volume_dryup, weekly_volume_dryup",403,411,Stage 2,watchlist,weekly_watchlist,34.15,8,-5.41,False,False,False,False,False
IGL.NS,Indraprastha Gas Limited,"Oil, Gas & Consumable Fuels",Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Confirmed Downtrend,Stage 4 - Confirmed Downtrend,Stage 4 • Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,,,2025-11-14,,watchlist,weekly_watchlist,watchlist,19.1,35.8,26.62,2.0,19.1,35.8,28.62,-6.62,-6.1,386095064.99,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",404,409,Stage 4,watchlist,weekly_watchlist,34.2,5,-5.580000000000002,False,False,False,False,False
